limite,rmspe,quantidade_especialista,fracao_especialista
580000.0,0.21655120977527395,2713,0.5799486960239418
582000.0,0.2165606240208436,2715,0.5803762291577598
585000.0,0.21663852396304561,2720,0.5814450619923044
589000.0,0.21663887965724005,2721,0.5816588285592134
590000.0,0.21678313308783664,2751,0.5880718255664814
591000.0,0.21680469961421586,2752,0.5882855921333904
591801.0,0.21682392226496405,2753,0.5884993587002992
595000.0,0.21693851627345592,2760,0.5899957246686618
598400.0,0.21698046964557288,2764,0.5908507909362976
598000.0,0.21698644927247895,2763,0.5906370243693886
599000.0,0.21700511049005922,2765,0.5910645575032065
602897.0,0.2173453147867106,2821,0.6030354852501069
600000.0,0.21735270137828777,2820,0.6028217186831979
603000.0,0.21736509967481302,2822,0.6032492518170158
603166.0,0.21738492501895545,2823,0.6034630183839248
605000.0,0.21739291846438075,2824,0.6036767849508337
606900.0,0.21744721166135544,2826,0.6041043180846516
606976.0,0.21746988422477673,2827,0.6043180846515604
607000.0,0.21759794298914342,2835,0.606028217186832
609017.0,0.21761807839843805,2836,0.6062419837537409
614419.0,0.217689354437972,2846,0.6083796494228303
610000.0,0.21771007953504262,2845,0.6081658828559213
615000.0,0.21776072005658378,2849,0.6090209491235571
616000.0,0.21777958088018765,2850,0.609234715690466
618000.0,0.21781894038634553,2852,0.6096622488242839
619000.0,0.21782094839653893,2853,0.6098760153911928
620000.0,0.21827570396880772,2873,0.6141513467293716
620340.0,0.21830861067260307,2874,0.6143651132962804
622000.0,0.21832590219801692,2875,0.6145788798631894
623500.0,0.21839479150978536,2877,0.6150064129970073
625000.0,0.21840030864549345,2879,0.6154339461308251
630000.0,0.2187553190209105,2910,0.6220607097050022
631000.0,0.21880139100723447,2911,0.6222744762719111
635000.0,0.21885030838375688,2918,0.6237708422402736
645000.0,0.21899552743392414,2937,0.6278324070115434
647544.0,0.21902012129311968,2938,0.6280461735784524
640000.0,0.21902382024038483,2932,0.6267635741769987
644379.0,0.219041350569213,2933,0.6269773407439077
649999.0,0.21907582851830087,2941,0.6286874732791792
649427.0,0.21909039611387682,2939,0.6282599401453612
650000.0,0.2203619108851452,3032,0.6481402308678923
655000.0,0.2203734158700605,3033,0.6483539974348012
660000.0,0.22047393737671614,3043,0.6504916631038905
665000.0,0.2205060592796207,3045,0.6509191962377084
680000.0,0.22068486197155127,3106,0.6639589568191535
676000.0,0.220697646163152,3068,0.6558358272766139
670000.0,0.22071914429884165,3066,0.6554082941427961
675000.0,0.22072802948262824,3067,0.655622060709705
685000.0,0.2207887132443769,3111,0.6650277896536981
689999.0,0.22080720686419497,3113,0.6654553227875161
689000.0,0.22080764437008965,3112,0.6652415562206071
694500.0,0.22112386328824876,3147,0.6727233860624199
690000.0,0.22112936067962352,3146,0.6725096194955109
700000.0,0.22116509884045332,3210,0.6861906797776828
695000.0,0.22119792424178927,3153,0.6740059854638735
705000.0,0.22123766370665793,3213,0.6868319794784096
705900.0,0.22124896671502747,3214,0.6870457460453185
699000.0,0.22125472073417957,3161,0.6757161179991449
696000.0,0.2212639311413587,3155,0.6744335185976913
698000.0,0.22126529357649205,3156,0.6746472851646003
699800.0,0.22127036709710138,3162,0.6759298845660539
706000.0,0.22127074747543218,3215,0.6872595126122274
706200.0,0.22139761131212757,3216,0.6874732791791364
715000.0,0.2216353244964524,3226,0.6896109448482257
710000.0,0.22166519992136308,3224,0.6891834117144079
720000.0,0.22176504703731886,3238,0.692176143651133
722000.0,0.22178737361929238,3239,0.6923899102180419
723000.0,0.22181357136045612,3240,0.6926036767849508
725000.0,0.22185525472718437,3241,0.6928174433518598
740000.0,0.22196516561130905,3277,0.7005130397605814
735000.0,0.22198157687824172,3264,0.6977340743907653
735216.0,0.2219827008621345,3265,0.6979478409576743
727600.0,0.2219865648980488,3242,0.6930312099187687
745000.0,0.22202414190813882,3279,0.7009405728943993
730000.0,0.22209225153836207,3260,0.6968790081231295
745500.0,0.22211015054118027,3280,0.7011543394613082
748000.0,0.22217199790326891,3282,0.7015818725951262
749990.0,0.22218519994841887,3283,0.701795639162035
750400.0,0.2224198432624148,3354,0.7169730654125694
