avaliacao,fracao_top,peso_especialista,quantidade_selecionada,rmspe_base,rmspe_gate,ganho_pp,preco_previsto_minimo_selecionado,preco_real_mediano_selecionado,proporcao_real_acima_1m,proporcao_real_acima_1300,proporcao_real_acima_1500,proporcao_real_acima_2m,ganho_fold_1_pp,ganho_fold_2_pp,ganho_fold_3_pp,ganho_fold_4_pp,ganho_fold_5_pp
oof_por_fold,0.05,0.1,235,0.21205824414545832,0.21164176017057046,0.041648397488786015,1360957.7324551025,2450000.0,0.9914893617021276,0.9617021276595744,0.8765957446808511,0.6893617021276596,0.050156931485806355,0.05495801408489098,0.03711549396785141,0.028636041798318912,0.03655350828205839
oof_por_fold,0.05,0.2,235,0.21205824414545832,0.21127061019405766,0.07876339514006625,1360957.7324551025,2450000.0,0.9914893617021276,0.9617021276595744,0.8765957446808511,0.6893617021276596,0.09668709854479263,0.10653015459312076,0.0680615516957278,0.05242643106657674,0.0684164116322522
oof_por_fold,0.05,0.25,235,0.21205824414545832,0.2111021113187092,0.0956132826749112,1360957.7324551025,2450000.0,0.9914893617021276,0.9617021276595744,0.8765957446808511,0.6893617021276596,0.11858455199541262,0.13103894229542223,0.08121224092277335,0.0624990566832101,0.08258225782425688
oof_por_fold,0.05,0.3333333333333333,235,0.21205824414545832,0.21084667268178225,0.12115714636760644,1360957.7324551025,2450000.0,0.9914893617021276,0.9617021276595744,0.8765957446808511,0.6893617021276596,0.1530442971410667,0.16998466503986842,0.09967931491539905,0.07658035607157332,0.1035681934896282
oof_por_fold,0.05,0.5,235,0.21205824414545832,0.21043141651513067,0.16268276303276485,1360957.7324551025,2450000.0,0.9914893617021276,0.9617021276595744,0.8765957446808511,0.6893617021276596,0.21428468874548912,0.24069746886089816,0.12363520644866066,0.09457071102621506,0.13566806163234357
oof_por_fold,0.05,0.75,235,0.21205824414545832,0.2100488939987496,0.20093501467087216,1360957.7324551025,2450000.0,0.9914893617021276,0.9617021276595744,0.8765957446808511,0.6893617021276596,0.2867855888051246,0.32864959090764534,0.12703153288788627,0.09607077646240358,0.15903841535074292
oof_por_fold,0.05,1.0,235,0.21205824414545832,0.2099561188530053,0.21021252924530165,1360957.7324551025,2450000.0,0.9914893617021276,0.9617021276595744,0.8765957446808511,0.6893617021276596,0.3358448980576051,0.3946290472795627,0.09138213374839665,0.06699248680811787,0.15259622236815096
oof_por_fold,0.075,0.1,355,0.21205824414545832,0.21176498862984589,0.02932555156124339,1232970.4225326325,2000000.0,0.9577464788732394,0.8422535211267606,0.7126760563380282,0.5014084507042254,0.02767496055293972,0.027987164507839446,0.06130873461580033,-0.0025976980409736505,0.03152566992727923
oof_por_fold,0.075,0.2,355,0.21205824414545832,0.2115484413049189,0.05098028405394195,1232970.4225326325,2000000.0,0.9577464788732394,0.8422535211267606,0.7126760563380282,0.5014084507042254,0.04947289352242035,0.04963758744560287,0.11286527222327813,-0.015494690599107686,0.05685132261377679
oof_por_fold,0.075,0.25,355,0.21205824414545832,0.2114690101156336,0.058923402982472006,1232970.4225326325,2000000.0,0.9577464788732394,0.8422535211267606,0.7126760563380282,0.5014084507042254,0.05816209035736375,0.05808041820676013,0.13496325847255353,-0.02579993434820571,0.06718210002986946
oof_por_fold,0.075,0.3333333333333333,355,0.21205824414545832,0.21137943083305125,0.06788133124070728,1232970.4225326325,2000000.0,0.9577464788732394,0.8422535211267606,0.7126760563380282,0.5014084507042254,0.06936396803148837,0.06861588183980083,0.16631362904687141,-0.0486758826060002,0.08093734128803709
oof_por_fold,0.075,0.5,355,0.21205824414545832,0.2113609886065892,0.06972555388691237,1232970.4225326325,2000000.0,0.9577464788732394,0.8422535211267606,0.7126760563380282,0.5014084507042254,0.07944676475060974,0.07640744945610067,0.2083624606942197,-0.11570964657435512,0.09543602329541712
